Day,Ad,Campaign type,Campaign,Impressions,Clicks,Cost,Video played to 100%,Views,Gmail clicks to website
06/03/2018,Nate_30s,Video,FY2018_YouTube,158,0,3.61,18.99%,30,0
06/03/2018,Veronica_30s,Video,FY2018_YouTube,71,0,0.93,15.49%,10,0
06/03/2018,Lauren_15s,Video,FY2018_YouTube,"1,776",0,44.3,21.77%,383,0
06/03/2018,Lauren_30s,Video,FY2018_YouTube,220,1,7.78,25.00%,56,0
06/04/2018,Nate_30s,Video,FY2018_YouTube,141,0,3.99,29.08%,42,0
06/04/2018,Veronica_30s,Video,FY2018_YouTube,54,0,0.63,20.00%,11,0
06/04/2018,Lauren_15s,Video,FY2018_YouTube,"1,512",0,46.49,24.65%,374,0
06/04/2018,Lauren_30s,Video,FY2018_YouTube,186,0,5.68,20.32%,39,0
06/05/2018,Nate_30s,Video,FY2018_YouTube,120,0,3.8,34.75%,42,0
06/05/2018,Veronica_30s,Video,FY2018_YouTube,49,0,0.92,24.49%,12,0
06/05/2018,Lauren_15s,Video,FY2018_YouTube,"1,375",1,47.95,26.56%,365,0
06/05/2018,Lauren_30s,Video,FY2018_YouTube,162,0,3.75,28.40%,46,0
06/06/2018,Nate_30s,Video,FY2018_YouTube,135,0,4.3,18.52%,26,0
06/06/2018,Veronica_30s,Video,FY2018_YouTube,48,0,2.95,22.92%,11,0
06/06/2018,Lauren_15s,Video,FY2018_YouTube,"1,366",0,41.07,22.52%,305,0
06/06/2018,Lauren_30s,Video,FY2018_YouTube,191,0,8.01,26.84%,51,0
06/07/2018,Nate_30s,Video,FY2018_YouTube,165,0,2.77,20.48%,34,0
06/07/2018,Veronica_30s,Video,FY2018_YouTube,68,0,2.79,14.71%,10,0
06/07/2018,Lauren_15s,Video,FY2018_YouTube,"1,473",0,46.5,23.91%,352,0
06/07/2018,Lauren_30s,Video,FY2018_YouTube,227,0,4.59,22.03%,50,0
06/08/2018,Nate_30s,Video,FY2018_YouTube,172,0,4.65,28.07%,47,0
06/08/2018,Veronica_30s,Video,FY2018_YouTube,65,0,3.4,24.24%,16,0
06/08/2018,Lauren_15s,Video,FY2018_YouTube,"1,257",1,40.98,23.29%,293,0
06/08/2018,Lauren_30s,Video,FY2018_YouTube,184,0,7.4,21.74%,41,0
06/09/2018,Nate_30s,Video,FY2018_YouTube,120,0,3.34,35.00%,42,0
06/09/2018,Veronica_30s,Video,FY2018_YouTube,46,0,0.38,15.22%,7,0
06/09/2018,Lauren_15s,Video,FY2018_YouTube,"1,246",1,46.21,25.30%,313,0
06/09/2018,Lauren_30s,Video,FY2018_YouTube,126,0,5.8,29.37%,37,0
06/10/2018,Nate_30s,Video,FY2018_YouTube,123,1,6.95,36.59%,47,0
06/10/2018,Veronica_30s,Video,FY2018_YouTube,87,0,1.02,10.34%,9,0
06/10/2018,Lauren_15s,Video,FY2018_YouTube,"1,140",0,43.35,23.86%,268,0
06/10/2018,Lauren_30s,Video,FY2018_YouTube,170,0,5.55,25.88%,45,0
06/11/2018,Nate_30s,Video,FY2018_YouTube,120,0,4.69,38.33%,43,0
06/11/2018,Veronica_30s,Video,FY2018_YouTube,79,0,2.31,12.66%,10,0
06/11/2018,Lauren_15s,Video,FY2018_YouTube,"1,247",0,41.66,25.28%,312,0
06/11/2018,Lauren_30s,Video,FY2018_YouTube,159,0,6.6,28.93%,46,0
06/12/2018,Nate_30s,Video,FY2018_YouTube,101,0,2.26,21.78%,24,0
06/12/2018,Veronica_30s,Video,FY2018_YouTube,65,0,0.44,9.38%,6,0
06/12/2018,Lauren_15s,Video,FY2018_YouTube,"1,172",0,50.83,25.19%,292,0
06/12/2018,Lauren_30s,Video,FY2018_YouTube,115,0,2.56,19.13%,23,0
06/13/2018,Nate_30s,Video,FY2018_YouTube,113,0,6.15,33.63%,38,0
06/13/2018,Veronica_30s,Video,FY2018_YouTube,58,0,3.29,17.24%,9,0
06/13/2018,Lauren_15s,Video,FY2018_YouTube,"1,243",0,42.44,26.21%,322,0
06/13/2018,Lauren_30s,Video,FY2018_YouTube,136,0,4.7,30.15%,41,0
06/14/2018,Nate_30s,Video,FY2018_YouTube,106,1,3.33,40.57%,43,0
06/14/2018,Veronica_30s,Video,FY2018_YouTube,58,0,1.25,13.79%,8,0
06/14/2018,Lauren_15s,Video,FY2018_YouTube,"1,128",0,45.2,24.36%,274,0
06/14/2018,Lauren_30s,Video,FY2018_YouTube,139,0,5.06,25.18%,35,0
06/15/2018,Nate_30s,Video,FY2018_YouTube,94,0,1.72,29.79%,28,0
06/15/2018,Veronica_30s,Video,FY2018_YouTube,41,0,1.43,17.07%,8,0
06/15/2018,Lauren_15s,Video,FY2018_YouTube,"1,102",0,45.74,26.41%,292,0
06/15/2018,Lauren_30s,Video,FY2018_YouTube,122,0,7.64,27.05%,33,0
06/16/2018,Nate_30s,Video,FY2018_YouTube,139,1,4.89,25.71%,38,0
06/16/2018,Veronica_30s,Video,FY2018_YouTube,53,0,3.99,22.64%,13,0
06/16/2018,Lauren_15s,Video,FY2018_YouTube,"1,262",1,41.05,21.16%,264,0
06/16/2018,Lauren_30s,Video,FY2018_YouTube,208,0,7.26,22.60%,47,0
06/17/2018,Nate_30s,Video,FY2018_YouTube,105,0,3.51,27.62%,29,0
06/17/2018,Veronica_30s,Video,FY2018_YouTube,41,0,2,19.51%,8,0
06/17/2018,Lauren_15s,Video,FY2018_YouTube,"1,059",0,42.48,23.89%,249,0
06/17/2018,Lauren_30s,Video,FY2018_YouTube,166,0,9.39,19.16%,33,0
06/18/2018,Nate_30s,Video,FY2018_YouTube,85,0,2.48,25.88%,23,0
06/18/2018,Veronica_30s,Video,FY2018_YouTube,50,0,0.73,10.00%,5,0
06/18/2018,Lauren_15s,Video,FY2018_YouTube,"1,176",0,49.21,23.57%,276,0
06/18/2018,Lauren_30s,Video,FY2018_YouTube,128,0,3.53,22.66%,29,0
06/19/2018,Nate_30s,Video,FY2018_YouTube,93,1,5.11,23.66%,21,0
06/19/2018,Veronica_30s,Video,FY2018_YouTube,40,0,0.13,15.00%,5,0
06/19/2018,Lauren_15s,Video,FY2018_YouTube,"1,091",1,46.42,23.83%,257,0
06/19/2018,Lauren_30s,Video,FY2018_YouTube,155,0,7.24,22.58%,33,0
06/20/2018,Nate_30s,Video,FY2018_YouTube,116,0,8.01,33.62%,38,0
06/20/2018,Veronica_30s,Video,FY2018_YouTube,35,1,1.17,14.29%,5,0
06/20/2018,Lauren_15s,Video,FY2018_YouTube,"1,011",1,41.49,25.42%,258,0
06/20/2018,Lauren_30s,Video,FY2018_YouTube,156,0,6.7,29.49%,46,0
06/21/2018,Nate_30s,Video,FY2018_YouTube,129,0,4.21,31.01%,41,0
06/21/2018,Veronica_30s,Video,FY2018_YouTube,55,0,2.59,23.64%,13,0
06/21/2018,Lauren_15s,Video,FY2018_YouTube,"1,155",0,41.26,24.00%,275,0
06/21/2018,Lauren_30s,Video,FY2018_YouTube,175,0,8.69,26.29%,47,0
06/22/2018,Nate_30s,Video,FY2018_YouTube,128,0,5.41,32.03%,38,0
06/22/2018,Veronica_30s,Video,FY2018_YouTube,38,0,2.29,26.32%,10,0
06/22/2018,Lauren_15s,Video,FY2018_YouTube,"1,223",0,40.99,22.73%,276,0
06/22/2018,Lauren_30s,Video,FY2018_YouTube,193,0,8.26,25.39%,49,0
06/23/2018,Nate_30s,Video,FY2018_YouTube,128,0,4.66,38.28%,49,0
06/23/2018,Veronica_30s,Video,FY2018_YouTube,38,0,2.13,21.05%,8,0
06/23/2018,Lauren_15s,Video,FY2018_YouTube,"1,267",0,40.76,24.49%,309,0
06/23/2018,Lauren_30s,Video,FY2018_YouTube,168,0,8.52,32.93%,55,0
06/24/2018,Nate_30s,Video,FY2018_YouTube,110,0,2.77,29.09%,31,0
06/24/2018,Veronica_30s,Video,FY2018_YouTube,34,1,2.63,20.59%,8,0
06/24/2018,Lauren_15s,Video,FY2018_YouTube,"1,089",1,44.19,24.98%,273,0
06/24/2018,Lauren_30s,Video,FY2018_YouTube,116,0,6.7,30.17%,35,0
06/25/2018,Nate_30s,Video,FY2018_YouTube,86,0,2.47,25.58%,23,0
06/25/2018,Veronica_30s,Video,FY2018_YouTube,40,0,0.77,20.51%,8,0
06/25/2018,Lauren_15s,Video,FY2018_YouTube,924,0,46.05,26.46%,245,0
06/25/2018,Lauren_30s,Video,FY2018_YouTube,102,0,6.71,23.53%,24,0
06/26/2018,Nate_30s,Video,FY2018_YouTube,105,0,4.77,31.78%,34,0
06/26/2018,Veronica_30s,Video,FY2018_YouTube,49,0,3.19,24.49%,12,0
06/26/2018,Lauren_15s,Video,FY2018_YouTube,"1,087",1,46.52,25.23%,274,0
06/26/2018,Lauren_30s,Video,FY2018_YouTube,134,0,3.23,22.39%,30,0
06/27/2018,Nate_30s,Video,FY2018_YouTube,113,0,6.55,37.17%,42,0
06/27/2018,Veronica_30s,Video,FY2018_YouTube,34,0,2.61,26.47%,9,0
06/27/2018,Lauren_15s,Video,FY2018_YouTube,"1,082",0,42.53,25.97%,280,0
06/27/2018,Lauren_30s,Video,FY2018_YouTube,108,1,4.52,24.07%,27,0
06/28/2018,Nate_30s,Video,FY2018_YouTube,93,0,6.44,30.11%,27,0
06/28/2018,Veronica_30s,Video,FY2018_YouTube,44,0,1.27,9.09%,4,0
06/28/2018,Lauren_15s,Video,FY2018_YouTube,"1,121",2,42.76,26.43%,293,0
06/28/2018,Lauren_30s,Video,FY2018_YouTube,116,0,6.08,26.72%,31,0
06/29/2018,Nate_30s,Video,FY2018_YouTube,119,0,4.43,25.21%,30,0
06/29/2018,Veronica_30s,Video,FY2018_YouTube,58,0,8.84,34.48%,19,0
06/29/2018,Lauren_15s,Video,FY2018_YouTube,988,0,36.6,23.61%,231,0
06/29/2018,Lauren_30s,Video,FY2018_YouTube,155,0,6.82,29.03%,45,0
06/30/2018,Nate_30s,Video,FY2018_YouTube,107,0,5.22,31.63%,38,0
06/30/2018,Veronica_30s,Video,FY2018_YouTube,34,0,1.72,29.41%,10,0
06/30/2018,Lauren_15s,Video,FY2018_YouTube,"1,023",0,43.3,28.50%,292,0
06/30/2018,Lauren_30s,Video,FY2018_YouTube,117,0,6.47,32.76%,38,0
08/10/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0.05,100.00%,1,0
08/10/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,2,0,0,0.00%,0,0
08/10/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,202,0,4.67,36.14%,73,0
08/10/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,78,1,2.62,23.46%,20,0
08/10/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,900,1,22.89,30.63%,276,0
08/11/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,3,0,0.16,33.33%,1,0
08/11/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,3,0,0.19,33.33%,1,0
08/11/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,263,0,5.25,32.70%,86,0
08/11/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,28,0,1.07,39.29%,11,0
08/11/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,011",1,23.78,35.31%,361,0
08/12/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/12/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,239,0,6.4,33.61%,80,0
08/12/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,48,1,2.08,33.33%,16,0
08/12/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,039",1,21.74,32.79%,343,0
08/13/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,3,0,0,0.00%,0,0
08/13/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,2,0,0.01,50.00%,1,0
08/13/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,2,0,0,0.00%,0,0
08/13/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,364,0,9.03,37.64%,138,0
08/13/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,37,0,0.57,41.67%,15,0
08/13/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,983,2,20.09,35.63%,350,0
08/14/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,2,0,0.02,50.00%,1,0
08/14/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,4,0,0,0.00%,0,0
08/14/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,566,0,13.06,35.87%,204,0
08/14/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/14/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,807,1,16.93,38.29%,310,0
08/15/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/15/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,6,0,0,0.00%,0,0
08/15/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,544,0,14.4,41.28%,225,0
08/15/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,751,0,16.28,40.16%,299,0
08/16/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,2,0,0.19,50.00%,1,0
08/16/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,2,0,0,0.00%,0,0
08/16/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/16/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,422,1,12.71,48.10%,205,0
08/16/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,681,0,17.77,40.23%,274,0
08/17/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/17/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/17/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,3,0,0.17,66.67%,2,0
08/17/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,392,1,9.75,42.24%,164,0
08/17/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,2,0,0.2,100.00%,2,0
08/17/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,721,2,20.01,42.50%,306,0
08/18/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,3,0,0.11,33.33%,1,0
08/18/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,2,0,0,0.00%,0,0
08/18/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,4,0,0.16,25.00%,1,0
08/18/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,406,1,9.66,43.00%,176,0
08/18/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,3,0,0.1,66.67%,2,0
08/18/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,813,2,20.52,40.66%,332,0
08/19/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,2,0,0,0.00%,0,0
08/19/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0.14,100.00%,1,0
08/19/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,518,1,10.04,34.75%,179,0
08/19/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,10,0,0.14,100.00%,9,0
08/19/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,894,1,20.5,39.93%,358,0
08/20/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,2,0,0,0.00%,0,0
08/20/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,2,0,0,0.00%,0,0
08/20/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,5,0,0.05,20.00%,1,0
08/20/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,379,1,9.64,36.41%,137,0
08/20/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,21,0,0.29,95.24%,18,0
08/20/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,773,1,20.74,37.13%,289,0
08/21/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/21/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,3,0,0.41,33.33%,1,0
08/21/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,3,0,0.09,33.33%,1,0
08/21/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,266,0,6.54,39.10%,104,0
08/21/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,13,0,0.13,92.31%,12,0
08/21/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,888,3,23.46,39.64%,354,0
08/21/2018,fa19_br_yt_vid_wa_uni_d_1,Video,FY2019_YouTube,1,0,0.01,100.00%,1,0
08/22/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,4,0,0.12,25.00%,1,0
08/22/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/22/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,284,1,7.21,44.72%,128,0
08/22/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,7,0,0.07,100.00%,7,0
08/22/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,970,0,23.38,36.35%,356,0
08/23/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/23/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/23/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,291,1,8.82,40.89%,120,0
08/23/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,15,0,0.16,73.33%,11,0
08/23/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,857,1,21.73,36.13%,311,0
08/24/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0.21,100.00%,1,0
08/24/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/24/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,318,1,10.8,48.90%,154,0
08/24/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,10,0,0.17,100.00%,11,0
08/24/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,772,3,19.41,39.30%,308,0
08/25/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0.17,100.00%,1,0
08/25/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,348,2,9.26,42.41%,146,0
08/25/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,11,0,0.19,100.00%,11,0
08/25/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,773,0,20.92,41.32%,318,0
08/26/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/26/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,2,0,0,0.00%,0,0
08/26/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,404,0,9.13,42.18%,170,0
08/26/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,21,0,0.46,90.48%,20,0
08/26/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,"1,035",0,21.22,39.38%,406,0
08/27/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/27/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,344,0,10.91,49.86%,172,0
08/27/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,16,0,0.24,100.00%,16,0
08/27/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,786,1,19.57,41.60%,328,0
08/28/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,3,0,0,0.00%,0,0
08/28/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/28/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0.04,100.00%,1,0
08/28/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,307,1,11.34,42.35%,129,0
08/28/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,10,0,0.12,100.00%,9,0
08/28/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,752,0,18.73,41.09%,306,0
08/29/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,312,1,10.82,48.08%,151,0
08/29/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,15,0,0.25,93.33%,15,0
08/29/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,697,0,19.37,42.45%,296,0
08/30/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0,0.00%,0,0
08/30/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,247,0,7.29,46.75%,114,0
08/30/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,30,0,0.57,76.67%,23,0
08/30/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,706,0,22.8,43.67%,309,0
08/31/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,246,0,4.55,37.90%,94,0
08/31/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,39,0,1.15,64.10%,25,0
08/31/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,776,0,25.01,41.21%,319,0
08/31/2018,fa19_br_yt_vid_wa_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/01/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/01/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,388,1,10.05,42.89%,168,0
09/01/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,21,0,0.31,95.45%,21,0
09/01/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,804,0,20.41,42.41%,339,0
09/01/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,149,19,16.36,0.00%,0,1
09/01/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,149,11,3.97,0.00%,0,0
09/01/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,143,13,2.85,0.00%,0,0
09/01/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,178,16,6.37,0.00%,0,0
09/01/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
09/01/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/01/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,1,0,0,0.00%,0,0
09/02/2018,fa19_br_yt_vid_all_uni_d_5,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/02/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,2,0,0.35,100.00%,2,0
09/02/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,357,1,11.08,45.40%,164,0
09/02/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,19,0,0.2,94.74%,18,0
09/02/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,659,0,19.08,45.45%,301,0
09/02/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,125,15,10.32,0.00%,0,0
09/02/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,90,10,4.63,0.00%,0,0
09/02/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,75,6,2.85,0.00%,0,0
09/02/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,112,13,12.63,0.00%,0,1
09/02/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/02/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/03/2018,fa19_br_yt_vid_cu_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/03/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,407,0,9.43,42.01%,171,0
09/03/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,21,0,0.25,90.48%,19,0
09/03/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,851,2,20.58,41.08%,353,0
09/03/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,301,15,4.27,0.00%,0,0
09/03/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,189,17,5.36,0.00%,0,1
09/03/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,193,18,9.9,0.00%,0,0
09/03/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,328,17,9.83,0.00%,0,5
09/03/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,3,0,0,0.00%,0,0
09/03/2018,fa19_br_gm_text_wa_dc_s_1.jpg,Display Only,FY2019_DegreeCompletion,7,0,0,0.00%,0,0
09/03/2018,fa19_br_gm_text_wa_dc_s_4.jpg,Display Only,FY2019_DegreeCompletion,2,0,0,0.00%,0,0
09/03/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,4,0,0,0.00%,0,0
09/04/2018,fa19_br_yt_vid_hs_uni_d_1,Video,FY2019_YouTube,1,0,0,0.00%,0,0
09/04/2018,fa19_br_yt_vid_all_uni_d_6,Video,FY2019_YouTube,423,2,11.4,51.18%,220,0
09/04/2018,fa19_br_yt_vid_all_uni_d_3,Video,FY2019_YouTube,16,0,0.27,100.00%,15,0
09/04/2018,fa19_br_yt_vid_all_uni_d_4,Video,FY2019_YouTube,770,2,18.99,39.35%,305,0
09/04/2018,fa19_br_gm_text_wa_dc_s_2.jpg,Display Only,FY2019_DegreeCompletion,324,15,4.61,0.00%,0,0
09/04/2018,fa19_br_gm_text_wa_dc_s_3.jpg,Display Only,FY2019_DegreeCompletion,210,15,10.23,0.00%,0,0
